0,8.97663413191364
1,14.16740609287194
2,25.950162673765178
3,26.711771665187833
4,39.14152617568769
5,39.758947057083724
6,40.77196095829638
7,40.916149068323
8,44.809228039041734
9,44.93123336291041
10,49.271665187814286
11,49.35669920141973
12,50.77639751552798
13,50.82446021887019
14,51.30878438331858
15,51.41969831410829
16,52.43271221532094
17,52.45489500147889
18,52.56950606329491
19,52.684117125110944
20,63.59435078379181
21,63.61283643892342
22,63.64980774918667
23,63.83096716947653
24,64.76634131913639
25,64.78852410529433
26,64.84767820171551
27,64.88834664300506
28,65.24327122153214
29,65.26915113871641
30,65.56122448979596
31,65.62407571724346
32,66.5224785566401
33,66.555752735877
34,66.5742383910086
35,66.58163265306126
36,66.79976338361435
37,66.91067731440407
38,66.92916296953568
39,67.0104998521148
40,78.12407571724347
41,78.12407571724347
42,78.1277728482698
43,78.13146997929611
44,78.23498964803318
45,78.24238391008582
46,78.45312037858628
47,78.45312037858628
48,78.54924578527068
49,78.56403430937598
50,78.64906832298142
51,78.64906832298142
52,78.77477077787643
53,78.77846790890275
54,78.77846790890275
55,78.8006506950607
56,78.88568470866613
57,78.89307897071879
58,78.89677610174512
59,78.90047323277143
60,79.87281869269454
61,79.87651582372085
62,79.87651582372085
63,79.90609287193145
64,79.9948240165632
65,79.9948240165632
66,79.9948240165632
67,80.00221827861586
68,80.00591540964218
69,80.0096125406685
70,80.02070393374747
71,80.02070393374747
72,80.05028098195807
73,80.05028098195807
74,80.05397811298438
75,80.06137237503704
76,80.06506950606335
77,80.06506950606335
78,80.06506950606335
79,80.07985803016865
80,81.70659568175103
81,81.71029281277735
82,81.71029281277735
83,81.71029281277735
84,81.71029281277735
85,81.71029281277735
86,81.71029281277735
87,81.71029281277735
88,81.76574977817221
89,81.76574977817221
90,81.77684117125118
91,81.77684117125118
92,81.77684117125118
93,81.77684117125118
94,81.77684117125118
95,81.77684117125118
96,81.83969239869867
97,81.83969239869867
98,81.9358178053831
99,81.93951493640941
100,84.06536527654545
101,84.06536527654545
